question,answer
Which users have an NFT transfer Volume count of over 200?,"select
 address
from
 wired_address_dataset
where
 b_type = 'nft'
 and statistical_type = 'nft'
 and platform_name = 'ALLNET'
 and asset = 'ALL'
 and action = 'Transfer'
 and transaction_volume_usd > 200
group by address"
"Which addresses have an ETH and ERC20 token balance ranging from $100 to $1,000?","SELECT
     address
FROM
    wired_address_dataset
WHERE   b_type='DeFi'
        AND statistical_type='token'
        AND platform_name='ALLNET'
        AND action ='ALL'
        AND asset = 'ALL'
        AND balance_usd >= 100 
        AND balance_usd <= 1000
GROUP BY address"
"Can you help me find addresses that have an ETH and ERC20 token balance of at least $1,000,000?","SELECT
     address
FROM
    wired_address_dataset
WHERE   b_type='DeFi'
        AND statistical_type='token'
        AND platform_name='ALLNET'
        AND action ='ALL'
        AND asset = 'ALL'
        AND balance_usd >= 1000000
GROUP BY address"
Which addresses are in the top 10% of all existing Ethereum accounts based on their balance?,"SELECT  address
FROM
(SELECT  address
FROM wired_address_dataset
WHERE b_type = 'DeFi'
  AND statistical_type = 'token'
  AND platform_name='ALLNET'
  AND action = 'ALL'
  AND asset = 'ALL'
 AND balance_usd>0
ORDER BY balance_usd DESC
LIMIT (SELECT floor(COUNT(DISTINCT address) * 0.1) FROM wired_address_dataset 
WHERE b_type = 'DeFi' 
AND statistical_type = 'token' 
AND platform_name ='ALLNET'
AND action = 'ALL' 
AND asset = 'ALL' AND balance_usd>0 )) a
GROUP BY address"
Which addresses have $100-$1000 WETH balances?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'DeFi'
  AND statistical_type = 'token'
  AND platform_name='ALLNET'
  AND action = 'ALL'
  AND asset = 'Wrapped Ether'
  AND balance_usd between 100 and 1000
GROUP BY address"
Can you provide me with the addresses that rank within the top 100 of all existing Ethereum accounts based on their balance?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'DeFi'
  AND statistical_type = 'token'
  AND platform_name='ALLNET'
  AND action = 'ALL'
  AND asset = 'ALL' and balance_usd > 0
ORDER BY balance_usd desc
LIMIT 100"
"Which addresses have at least $1,000,000 in ETH balance?","SELECT
    address
FROM
    wired_address_dataset
WHERE
    b_type = 'DeFi'
    AND statistical_type = 'token'
    AND platform_name = 'ALLNET'
    AND asset = 'ETH'
    AND action = 'ALL'
    AND balance_usd >= 1000000
GROUP BY address"
Which account's ETH address balance is in the top 100 of all users?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'DeFi'
  AND statistical_type = 'token'
  AND platform_name='ALLNET'
  AND action = 'ALL'
  AND asset = 'ETH' and balance_usd>0
ORDER BY balance_usd desc
LIMIT 100"
Which account's WETH address balance is in the top 100 of all users?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'DeFi'
  AND statistical_type = 'token'
  AND platform_name='ALLNET'
  AND action = 'ALL'
  AND asset = 'Wrapped Ether' and balance_usd>0
ORDER BY balance_usd desc
LIMIT 100"
Could you help me find addresses that have an ETH and ERC20 token volume of at least 1 million?,"SELECT address
FROM wired_address_dataset
WHERE b_type = 'DeFi'
  AND statistical_type = 'token'
  AND platform_name='ALLNET'
  AND action = 'ALL'
  AND asset = 'ALL'
  AND transaction_volume_usd>=1000000
GROUP BY address"
"Are there any blockchain addresses that have a volume of trades ranging from $100 to $1,000 on all Decentralized Exchanges?","SELECT
address 
FROM
(SELECT
 address
 ,sum(transaction_volume_usd) transaction_volume_usd
FROM
    wired_address_dataset
WHERE
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name = 'Dex' 
and asset = 'ALL'
and action = 'ALL'
    group by address)a
where transaction_volume_usd between 100 and 1000
GROUP BY address"
Could you help me find blockchain addresses that have a volume of trades of at least 1 million on all Decentralized Exchanges?,"SELECT
address 
FROM
(SELECT
 address
 ,sum(transaction_volume_usd) transaction_volume_usd
FROM
    wired_address_dataset
WHERE
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name = 'Dex' 
and asset = 'ALL'
and action = 'ALL'
    group by address)a
where transaction_volume_usd >=1000000
GROUP BY address"
Please assist me in identifying blockchain addresses that have a volume of trades of at least 1 billion on all Decentralized Exchanges.,"SELECT
address 
FROM
(SELECT
 address
 ,sum(transaction_volume_usd) transaction_volume_usd
FROM
    wired_address_dataset
WHERE
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name = 'Dex' 
and asset = 'ALL'
and action = 'ALL'
    group by address)a
where transaction_volume_usd >=1000000000
GROUP BY address"
Where can I find the blockchain addresses that rank within the top 2.5% based on volume of trades on all Decentralized Exchanges?,"SELECT
  address
FROM
  (
    SELECT
      address
    from
      (
        select
          address,
          sum(transaction_volume_usd) transaction_volume_usd
        FROM
          wired_address_dataset
        WHERE
          b_type = 'DeFi'
          AND statistical_type = 'token'
          AND platform_name = 'Dex'
          AND action = 'ALL'
          AND asset = 'ALL'
        group by
          address
      ) b
    where
      transaction_volume_usd > 0
    ORDER BY
      transaction_volume_usd DESC
    LIMIT
      (
        SELECT
          floor(COUNT(DISTINCT address) * 0.025)
        FROM
          wired_address_dataset
        WHERE
          b_type = 'DeFi'
          AND statistical_type = 'token'
          AND platform_name = 'Dex'
          AND action = 'ALL'
          AND asset = 'ALL'
          and transaction_volume_usd > 0
      )
  ) a
GROUP BY
  address"
What do I need to do to find the blockchain addresses that rank within the top 1% based on volume of trades on all Decentralized Exchanges?,"SELECT
  address
FROM
  (
    SELECT
      address
    from
      (
        select
          address,
          sum(transaction_volume_usd) transaction_volume_usd
        FROM
          wired_address_dataset
        WHERE
          b_type = 'DeFi'
          AND statistical_type = 'token'
          AND platform_name = 'Dex'
          AND action = 'ALL'
          AND asset = 'ALL'
        group by
          address
      ) b
    where
      transaction_volume_usd > 0
    ORDER BY
      transaction_volume_usd DESC
    LIMIT
      (
        SELECT
          floor(COUNT(DISTINCT address) * 0.01)
        FROM
          wired_address_dataset
        WHERE
          b_type = 'DeFi'
          AND statistical_type = 'token'
          AND platform_name = 'Dex'
          AND action = 'ALL'
          AND asset = 'ALL'
          and transaction_volume_usd > 0
      )
  ) a
GROUP BY
  address"
Can you find some blockchain addresses for me that rank within the top 0.1% based on volume of trades on all Decentralized Exchanges?,"SELECT
  address
FROM
  (
    SELECT
      address
    from
      (
        select
          address,
          sum(transaction_volume_usd) transaction_volume_usd
        FROM
          wired_address_dataset
        WHERE
          b_type = 'DeFi'
          AND statistical_type = 'token'
          AND platform_name = 'Dex'
          AND action = 'ALL'
          AND asset = 'ALL'
        group by
          address
      ) a
    where
      transaction_volume_usd > 0
    ORDER BY
      transaction_volume_usd DESC
    LIMIT
      (
        SELECT
          floor(COUNT(DISTINCT address) * 0.001)
        FROM
          wired_address_dataset
        WHERE
          b_type = 'DeFi'
          AND statistical_type = 'token'
          AND platform_name = 'Dex'
          AND action = 'ALL'
          AND asset = 'ALL'
          and transaction_volume_usd > 0
      )
  ) a
GROUP BY
  address"
"Are there any blockchain addresses that have a volume of trades ranging from $100 to $1,000 on all Decentralized Exchanges?","SELECT
address 
FROM
(SELECT
 address
 ,sum(transaction_volume_usd) transaction_volume_usd
FROM
    wired_address_dataset
WHERE
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name = 'Dex'
and asset = 'ALL'
and action = 'ALL'
    group by address)a
where transaction_volume_usd between 100 and 1000
GROUP BY address"
Could you help me find blockchain addresses that have a volume of trades of at least 1 million on all Decentralized Exchanges?,"SELECT
address 
FROM
(SELECT
 address
 ,sum(transaction_volume_usd) transaction_volume_usd
FROM
    wired_address_dataset
WHERE
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name = 'Dex'
and asset = 'ALL'
and action = 'ALL'
    group by address)a
where transaction_volume_usd >=1000000
GROUP BY address"
Please assist me in searching blockchain addresses that have a volume of trades of at least 1 billion on all Decentralized Exchanges.,"SELECT
address 
FROM
(SELECT
 address
 ,sum(transaction_volume_usd) transaction_volume_usd
FROM
    wired_address_dataset
WHERE
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name = 'Dex'
and asset = 'ALL'
and action = 'ALL'
    group by address)a
where transaction_volume_usd >=1000000000
GROUP BY address"
"Who are the top 10% of traders, based on volume of trades, on all Decentralized Exchanges?","SELECT  address
FROM
(SELECT 
  address
  from
   (select 
     address
     ,sum(transaction_volume_usd) transaction_volume_usd
FROM wired_address_dataset
WHERE b_type = 'DeFi'
  AND statistical_type = 'token'
  AND platform_name ='Dex'
  AND action = 'ALL'
  AND asset = 'ALL'
  group by address) b
where transaction_volume_usd>0
ORDER BY transaction_volume_usd DESC
LIMIT (
  SELECT floor(COUNT(DISTINCT address) * 0.1) FROM wired_address_dataset 
WHERE b_type = 'DeFi' 
AND statistical_type = 'token' 
AND platform_name ='Dex'
 AND action = 'ALL' 
 AND asset = 'ALL'
 and transaction_volume_usd>0)) a
GROUP BY address"
" Are there any blockchain addresses that have a volume of swap trades ranging from $100 to $1,000 on all Decentralized Exchanges?","SELECT
address 
FROM
(SELECT
 address
 ,sum(transaction_volume_usd) transaction_volume_usd
FROM
    wired_address_dataset
WHERE
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name = 'Dex'
and asset = 'ALL'
and action = 'swap' 
    group by address)a
where transaction_volume_usd between 100 and 1000
GROUP BY address"
Are there any traders who have a volume of Swap trades of at least 1 million on all Decentralized Exchanges?,"SELECT
address 
FROM
(SELECT
 address
 ,sum(transaction_volume_usd) transaction_volume_usd
FROM
    wired_address_dataset
WHERE
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name = 'Dex'
and asset = 'ALL'
and action = 'swap' 
    group by address)a
where transaction_volume_usd >=1000000
GROUP BY address"
Who are the top 10% of traders on all Decentralized Exchanges based on the volume of Swap trades?,"SELECT
  address
FROM
  (
    SELECT
      address
    from
      (
        select
          address,
          sum(transaction_volume_usd) transaction_volume_usd
        FROM
          wired_address_dataset
        WHERE
          b_type = 'DeFi'
          AND statistical_type = 'token'
          AND platform_name = 'Dex'
          AND action = 'swap'
          AND asset = 'ALL'
        group by
          address
      ) b
    where
      transaction_volume_usd > 0
    ORDER BY
      transaction_volume_usd DESC
    LIMIT
      (
        SELECT
          floor(COUNT(DISTINCT address) * 0.1)
        FROM
          wired_address_dataset
        WHERE
          b_type = 'DeFi'
          AND statistical_type = 'token'
          AND platform_name = 'Dex'
          AND action = 'swap'
          AND asset = 'ALL'
          and transaction_volume_usd > 0
      )
  ) a
GROUP BY
  address;"
"Which addresses have an ETH volume ranging from $100 to $1,000?","SELECT
     address
FROM
    wired_address_dataset
WHERE   b_type='DeFi'
        AND statistical_type='token'
        AND platform_name='ALLNET'
        AND action ='ALL'
        AND asset = 'ETH'
        AND transaction_volume_usd between 100 and 1000 
GROUP BY address"
"Which addresses have an WETH volume ranging from $100 to $1,000?","SELECT
     address
FROM
    wired_address_dataset
WHERE   b_type='DeFi'
        AND statistical_type='token'
        AND platform_name='ALLNET'
        AND action ='ALL'
        AND asset = 'Wrapped Ether'
        AND transaction_volume_usd between 100 and 1000 
GROUP BY address"
Who are the top 10% of traders based on the volume of WETH trades?,"SELECT  address
FROM
(SELECT  address
FROM wired_address_dataset
WHERE b_type = 'DeFi'
 AND statistical_type = 'token'
 AND platform_name ='ALLNET'
 AND action = 'ALL'
 AND asset = 'Wrapped Ether'
 AND transaction_volume_usd > 0
ORDER BY transaction_volume_usd DESC
LIMIT (SELECT floor(COUNT(DISTINCT address) * 0.1) FROM wired_address_dataset 
WHERE b_type = 'DeFi' 
AND statistical_type = 'token' 
AND platform_name ='ALLNET'
AND action = 'ALL' 
AND asset = 'Wrapped Ether'
AND transaction_volume_usd > 0)) a
GROUP BY address"
Who are the top 10% of traders based on the volume of ETH trades?,"SELECT  address
FROM
(SELECT  address
FROM wired_address_dataset
WHERE b_type = 'DeFi'
 AND statistical_type = 'token'
 AND platform_name ='ALLNET'
 AND action = 'ALL'
 AND asset = 'ETH'
 AND transaction_volume_usd > 0
ORDER BY transaction_volume_usd DESC
LIMIT (SELECT floor(COUNT(DISTINCT address) * 0.1) FROM wired_address_dataset 
WHERE b_type = 'DeFi' 
AND statistical_type = 'token' 
AND platform_name ='ALLNET'
AND action = 'ALL' 
AND asset = 'ETH'
AND transaction_volume_usd > 0)) a
GROUP BY address"
Which addresses have an ETH and Erc20 Token activity have an activity count of 0-10?,"SELECT
     address
FROM
    wired_address_dataset
WHERE   b_type='DeFi'
        AND statistical_type='token'
        AND platform_name='ALLNET'
        AND action ='ALL'
        AND asset = 'ALL'
        AND transaction_count  between 0 AND 10
GROUP BY address"
What is the distribution of accounts with an ETH and Erc20 Token activity between 400 to 619?,"SELECT
     address
FROM
    wired_address_dataset
WHERE   b_type='DeFi'
        AND statistical_type='token'
        AND platform_name='ALLNET'
        AND action ='ALL'
        AND asset = 'ALL'
        AND transaction_count  between 400 AND 619
GROUP BY address"
Which addresses have with an ETH and Erc20 Token activity between 200 to 400 active?,"SELECT
     address
FROM
    wired_address_dataset
WHERE   b_type='DeFi'
        AND statistical_type='token'
        AND platform_name='ALLNET'
        AND action ='ALL'
        AND asset = 'ALL'
        AND transaction_count  between 200 AND 400
GROUP BY address"
Which accounts have an ETH activity count between 200 to 400?,"SELECT
     address
FROM
    wired_address_dataset
WHERE   b_type='DeFi'
        AND statistical_type='token'
        AND platform_name='ALLNET'
        AND action ='ALL'
        AND asset = 'ALL'
        AND transaction_count  between 200 AND 400
GROUP BY address"
"Who made trades on Uniswap with a volume traded ranging from $100 to $1,000?","select
     address
from
        (
        select
                address,
                sum(transaction_volume_usd) as transaction_volume_usd
        from
                wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name in ('Uniswap_v2', 'Uniswap_v3')
                and action = 'ALL'
                and asset = 'ALL'
        group by
                address) b
where
        transaction_volume_usd >= 100
        and transaction_volume_usd <= 1000"
