label_name,desc
Opensea NFT Vol L6 Buyer,"Has an NFT buying Volume count of over $500,000 on Opensea."
Opensea NFT Uncommon Buyer,"Bought NFTs, and is in the top 10% in volume of buying NFT on Opensea."
Opensea NFT Rare Buyer,"Bought NFTs, and is in the top 2.5%  in volume of buying NFT on Opensea."
Opensea NFT Epic Buyer,"Bought NFTs, and is in the top 1%  in volume of buying NFT on Opensea."
Opensea NFT Legendary Buyer,"Bought NFTs, and is in the top 0.1% in volume of buying NFT on Opensea."
Opensea NFT Top Buyer,"Bought NFTs, and is in the top 100 in volume of buying NFT on Opensea."
Opensea NFT Elite Buyer ,"Bought NFTs, and is in the top 1% in both the number and volume of buying NFT on Opensea."
Opensea NFT Activity L1 Buyer,An account with an NFT buying activity count of 0-10 on Opensea.
Opensea NFT Highest Activity Buyer,An account with an NFT buying activity count of at least 619 on Opensea.
Opensea NFT High Activity Buyer,An account with an NFT buying activity count between 400 to 619 on Opensea.
Opensea NFT Medium Activity Buyer,An account with an NFT buying activity count between 200 to 400 on Opensea.
Opensea NFT Vol L1 Seller,Has an NFT Sale Volume count of $100-$1000 on Opensea .
Opensea NFT Vol L6 Seller,"Has an NFT Sale Volume count of over $500,000 on Opensea."
Opensea NFT Uncommon Seller,"Sold NFTs, and is in the top 10% in volume of NFT sale on Opensea."
Opensea NFT Rare Seller,"Sold NFTs, and is in the top 2.5% in volume of NFT sale on Opensea."
Opensea NFT Epic Seller,"Sold NFTs, and is in the top 1% in volume of NFT sale on Opensea."
Opensea NFT Legendary Seller,"Sold NFTs, and is in the top 0.1% in volume of NFT sale on Opensea."
Opensea NFT Top Seller,"Sold NFTs, and is in the top 100 in volume of NFT sale on Opensea."
Opensea NFT Elite Seller ,"Sold NFTs, and is in the top 1% in both the activity and volume of NFT sale on Opensea."
Opensea NFT Activity L1 Seller,An account with an NFT sale activity count of 0-10 on Opensea.
Opensea NFT Highest Activity Seller,An account with an NFT sale activity count of at least 619 on Opensea.
Opensea NFT High Activity Seller,An account with an NFT sale activity count between 400 to 619 on Opensea.
Opensea NFT Medium Activity Seller,An account with an NFT sale activity count between 200 to 400 on Opensea.
Opensea CryptoPunks Vol L1 Trader,Has an NFT Traded Volume count of $100-$1000 on Opensea .
Opensea NFT Vol L6 Trader,"Has an NFT Traded Volume count of over $500,000 on Opensea."
Opensea NFT Uncommon Trader,"Traded NFTs, and is in the top 10% in volume of Cryptopunk NFT sale on Opensea."
Opensea NFT Rare Trader,"Traded NFTs, and is in the top 2.5% in volume of Cryptopunk NFT sale on Opensea."
Opensea NFT Epic Trader,"Traded NFTs, and is in the top 1% in volume of Cryptopunk NFT sale on Opensea."
Opensea NFT Legendary Seller,"Traded NFTs, and is in the top 0.1% in volume of NFT sale on Opensea."
Opensea NFT Top Trader,"Traded NFTs, and is in the top 100 in volume of NFT sale on Opensea."
Opensea NFT Elite Trader ,"Traded NFTs, and is in the top 1% in both the activity and volume of NFT sale on Opensea."
Opensea NFT Activity L1 Trader,An account with an NFT traded activity count of 0-10 on Opensea.
Opensea NFT Highest Activity Trader,An account with an NFT traded activity count of at least 619 on Opensea.
Opensea NFT High Activity Trader,An account with an NFT traded activity count between 400 to 619 on Opensea.
Opensea NFT Medium Activity Trader,An account with an NFT traded activity count between 200 to 400 on Opensea.
CryptoPunks L1 Collector,Has a CryptoPunks count of 1.
CryptoPunks L6 Collector,Has a CryptoPunks count of over 100.
CryptoPunks Uncommon Collector,"Collected CryptoPunks, and is in the top 10% in number of CryptoPunks collected."
CryptoPunks Rare Collector,"Collected CryptoPunks, and is in the top 2.5% in number of CryptoPunks collected."
CryptoPunks Epic Collector,"Collected CryptoPunks, and is in the top 1% in number of CryptoPunks collected."
CryptoPunks Legendary Collector,"Collected CryptoPunks, and is in the top 0.1% in number of CryptoPunks collected."
CryptoPunks Whale,"Collected CryptoPunks, and is in the top 100 in number of CryptoPunks collected."
CryptoPunks L1-term Holder,"Collected CryptoPunks, and has kept CryptoPunks for 1 day."
CryptoPunks Long-term Holder,"Collected CryptoPunks, and has kept CryptoPunks for more than 155 days."
CryptoPunks Short-term Holder,"Collected CryptoPunks, and has kept CryptoPunks for less than 155 days."
CryptoPunks Smart CryptoPunks Early Adopter,"The top 100 addresses that have collected CryptoPunks, and still hold CryptoPunks now."
CryptoPunks Vol L1 Trader,Has a CryptoPunks volume count of 1-2.
CryptoPunks Vol L6 Trader,Has a CryptoPunks volume count of over 200.
CryptoPunks Uncommon Trader,"Traded CryptoPunks, and is in the top 10% in volume of CryptoPunks traded."
CryptoPunks Rare Trader,"Traded CryptoPunks, and is in the top 2.5% in volume of CryptoPunks traded. "
CryptoPunks Epic Trader,"Traded CryptoPunks, and is in the top 1% in volume of CryptoPunks traded. "
CryptoPunks Legendary Trader,"Traded CryptoPunks, and is in the top 0.1% in volume of CryptoPunks traded. "
CryptoPunks Top Trader,"Traded CryptoPunks, and is in the top 100 in volume of CryptoPunks traded. "
CryptoPunks Elite Trader ,"Traded CryptoPunks, and is in the top 1% in both the activity and volume of CryptoPunks traded. "
CryptoPunks Activity L1 ,An account with a CryptoPunks activity count of 0-10.
CryptoPunks Highest Activity,An account with a CryptoPunks activity count of at least 619.
CryptoPunks High Activity,An account with a CryptoPunks activity count between 400 to 619.
CryptoPunks Medium Activity,An account with a CryptoPunks activity count between 200 to 400.
CryptoPunks Vol L1 Buyer,Has a CryptoPunks buying volume count of 1-2.
CryptoPunks Vol L6 Buyer,Has a CryptoPunks buying volume count of over 200.
CryptoPunks Uncommon Buyer,"Bought CryptoPunks, and is in the top 10% in volume of buying CryptoPunks."
CryptoPunks Rare Buyer,"Bought CryptoPunks, and is in the top 2.5%  in volume of buying CryptoPunks."
CryptoPunks Epic Buyer,"Bought CryptoPunks, and is in the top 1%  in volume of buying CryptoPunks."
CryptoPunks Legendary Buyer,"Bought CryptoPunks, and is in the top 0.1% in volume of buying CryptoPunks."
CryptoPunks Top Buyer,"Bought CryptoPunks, and is in the top 100 in volume of buying CryptoPunks."
CryptoPunks Elite Buyer ,"Bought CryptoPunks, and is in the top 1% in both the number and volume of buying CryptoPunks."
CryptoPunks Activity L1 Buyer,An account with a CryptoPunks buying activity count of 0-10.
CryptoPunks Highest Activity Buyer,An account with a CryptoPunks buying activity count of at least 619.
CryptoPunks High Activity Buyer,An account with a CryptoPunks buying activity count between 400 to 619.
CryptoPunks Medium Activity Buyer,An account with a CryptoPunks buying activity count between 200 to 400.
CryptoPunks Vol L1 Seller,Has a CryptoPunks sale volume count of  1-2.
CryptoPunks Vol L6 Seller,Has a CryptoPunks sale volume count of over 200.
CryptoPunks Uncommon Seller,"Sold CryptoPunks, and is in the top 10% in volume of CryptoPunks sale."
CryptoPunks Rare Seller,"Sold CryptoPunks, and is in the top 2.5% in volume of CryptoPunks sale."
CryptoPunks Epic Seller,"Sold CryptoPunks, and is in the top 1% in volume of CryptoPunks sale."
CryptoPunks Legendary Seller,"Sold CryptoPunks, and is in the top 0.1% in volume of CryptoPunks sale."
CryptoPunks Top Seller,"Sold CryptoPunks, and is in the top 100 in volume of CryptoPunks sale."
CryptoPunks Elite Seller ,"Sold CryptoPunks, and is in the top 1% in both the activity and volume of CryptoPunks sale."
CryptoPunks Activity L1 Seller,An account with a CryptoPunks sale activity count of 0-10.
CryptoPunks Highest Activity Seller,An account with a CryptoPunks sale activity count of at least 619.
CryptoPunks High Activity Seller,An account with a CryptoPunks sale activity count between 400 to 619.
CryptoPunks Medium Activity Seller,An account with a CryptoPunks sale activity count between 200 to 400.
CryptoPunks VOL L1 Minter,Has a CryptoPunks minting Volume count of 1-2.
CryptoPunks VOL L6 Minter,Has a CryptoPunks minting Volume count of over 200.
CryptoPunks Uncommon Minter,"Minted CryptoPunks, and is in the top 10% in volume of CryptoPunks minted."
CryptoPunks Rare Minter,"Minted CryptoPunks, and is in the top 2.5% in volume of CryptoPunks minted."
CryptoPunks Epic Minter,"Minted CryptoPunks, and is in the top 1% in volume of CryptoPunks minted."
CryptoPunks Legendary Minter,"Minted CryptoPunks, and is in the top 0.1% in volume of CryptoPunks minted."
CryptoPunks Top Minter,"Minted CryptoPunks, and is in the top 100 in volume of CryptoPunks minted."
CryptoPunks Elite Minter,"Minted CryptoPunks, and is in the top 1% in both the activity and volume of CryptoPunks minted."
CryptoPunks Activity L1 Minter,An account with a CryptoPunks minting activity count of 0-10.
CryptoPunks Highest Activity Minter,An account with a CryptoPunks minting activity count of at least 619.
CryptoPunks High Activity Minter,An account with a CryptoPunks minting activity count between 400 to 619.
CryptoPunks Medium Activity Minter,An account with a CryptoPunks minting activity count between 200 to 400.
CryptoPunks Vol L1 Burner,Has a CryptoPunks burning volume count of 1-2.
CryptoPunks Vol L6 Burner,Has a CryptoPunks buring volume count of over 200.
CryptoPunks Uncommon Burner,"Burned CryptoPunks, and is in the top 10% in volume of CryptoPunks burned."
CryptoPunks Rare Burner,"Burned CryptoPunks, and is in the top 2.5% in volume of CryptoPunks burned."
CryptoPunks Epic Burner,"Burned CryptoPunks, and is in the top 1% in volume of CryptoPunks burned."
CryptoPunks Legendary Burner,"Burned CryptoPunks, and is in the top 0.1% in volume of CryptoPunks burned."
CryptoPunks Top Burner,"Burned CryptoPunks, and is in the top 100 in volume of CryptoPunks burned."
CryptoPunks Elite Burner,"Burned CryptoPunks, and is in the top 1% in both the activity and volume of CryptoPunks burned."
CryptoPunks Activity L1 Burner,An account with a CryptoPunks burning activity count of 0-10.
CryptoPunks Highest Activity Burner,An account with a CryptoPunks burning activity count of at least 619.
CryptoPunks High Activity Burner,An account with a CryptoPunks burning activity count between 400 to 619.
CryptoPunks Medium Activity Burner,An account with a CryptoPunks burning activity count between 200 to 400.
CryptoPunks Vol L1 Transfer,Has a CryptoPunks transfer volume count of 1-2.
CryptoPunks Vol L6 Transfer,Has a CryptoPunks transfer volume count of over 200.
CryptoPunks Uncommon Transferrer,"Transferred CryptoPunks, and is in the top 10% in volume of CryptoPunks Transfer."
CryptoPunks Rare Transferrer,"Transferred CryptoPunks, and is in the top 2.5% in volume of CryptoPunks Transfer."
CryptoPunks Epic Transferrer,"Transferred CryptoPunks, and is in the top 1% in volume of CryptoPunks Transfer."
CryptoPunks Legendary Transferrer,"Transferred CryptoPunks, and is in the top 0.1% in volume of CryptoPunks Transfer."
CryptoPunks Top Transferrer,"Transferred CryptoPunks, and is in the top 100 in volume of CryptoPunks Transfer."
CryptoPunks Elite Transferrer,"Transferred CryptoPunks, and is in the top 1% in both the activity and volume of CryptoPunks Transfer."
CryptoPunks Activity L1 Transferrer,An account with a CryptoPunks transfer activity count of 0-10.
CryptoPunks Highest Activity Transferrer,An account with a CryptoPunks transfer activity count of at least 619.
CryptoPunks High Activity Transferrer,An account with a CryptoPunks transfer activity count between 400 to 619.
CryptoPunks Medium Activity Transferrer,An account with a CryptoPunks transfer activity count between 200 to 400.
MP CryptoPunks Vol L1 Buyer,Has a CryptoPunks buying volume count of $100-$1000 on all Marketplaces.
MP CryptoPunks Vol L6 Buyer,"Has a CryptoPunks buying volume count of over $500,000 on all Marketplaces."
MP CryptoPunks Uncommon Buyer,"Bought CryptoPunks, and is in the top 10% in volume of buying CryptoPunks on all Marketplaces."
MP CryptoPunks Rare Buyer,"Bought CryptoPunks, and is in the top 2.5%  in volume of buying CryptoPunks on all Marketplaces."
MP CryptoPunks Epic Buyer,"Bought CryptoPunks, and is in the top 1%  in volume of buying CryptoPunks on all Marketplaces."
MP CryptoPunks Legendary Buyer,"Bought CryptoPunks, and is in the top 0.1% in volume of buying CryptoPunks on all Marketplaces."
MP CryptoPunks Top Buyer,"Bought CryptoPunks, and is in the top 100 in volume of buying CryptoPunks on all Marketplaces."
MP CryptoPunks Elite Buyer ,"Bought CryptoPunks, and is in the top 1% in both the number and volume of buying CryptoPunks on all Marketplaces."
MP CryptoPunks Activity L1 Buyer,An account with a CryptoPunks buying activity count of 0-10 on all Marketplaces.
MP CryptoPunks Highest Activity Buyer,An account with a CryptoPunks buying activity count of at least 619 on all Marketplaces.
MP CryptoPunks High Activity Buyer,An account with a CryptoPunks buying activity count between 400 to 619 on all Marketplaces.
MP CryptoPunks Medium Activity Buyer,An account with a CryptoPunks buying activity count between 200 to 400 on all Marketplaces.
MP CryptoPunks Vol L1 Seller,Has a CryptoPunks sale volume count of $100-$1000 on all Marketplaces.
MP CryptoPunks Vol L6 Seller,"Has a CryptoPunks sale volume count of over $500,000 on all Marketplaces."
MP CryptoPunks Uncommon Seller,"Sold CryptoPunks, and is in the top 10% in volume of CryptoPunks sale on all Marketplaces."
MP CryptoPunks Rare Seller,"Sold CryptoPunks, and is in the top 2.5% in volume of CryptoPunks sale on all Marketplaces."
MP CryptoPunks Epic Seller,"Sold CryptoPunks, and is in the top 1% in volume of CryptoPunks sale on all Marketplaces."
MP CryptoPunks Legendary Seller,"Sold CryptoPunks, and is in the top 0.1% in volume of CryptoPunks sale on all Marketplaces."
MP CryptoPunks Top Seller,"Sold CryptoPunks, and is in the top 100 in volume of CryptoPunks sale on all Marketplaces."
MP CryptoPunks Elite Seller ,"Sold CryptoPunks, and is in the top 1% in both the activity and volume of CryptoPunks sale on all Marketplaces."
MP CryptoPunks Activity L1 Seller,An account with a CryptoPunks sale activity count of 0-10on all Marketplaces.
MP CryptoPunks Highest Activity Seller,An account with a CryptoPunks sale activity count of at least 619on all Marketplaces.
MP CryptoPunks High Activity Seller,An account with a CryptoPunks sale activity count between 400 to 619on all Marketplaces.
MP CryptoPunks Medium Activity Seller,An account with a CryptoPunks sale activity count between 200 to 400on all Marketplaces.
MP CryptoPunks Vol L1 Trader,Has a CryptoPunks Traded volume count of $100-$1000 on all Marketplaces.
MP CryptoPunks Vol L6 Trader,"Has a CryptoPunks Traded volume count of over $500,000 on all Marketplacest."
MP CryptoPunks Uncommon Trader,"Traded CryptoPunks, and is in the top 10% in volume of CryptoPunks sale on all Marketplaces."
MP CryptoPunks Rare Trader,"Traded CryptoPunks, and is in the top 2.5% in volume of CryptoPunks sale on all Marketplaces."
MP CryptoPunks Epic Trader,"Traded CryptoPunks, and is in the top 1% in volume of CryptoPunks sale on all Marketplaces."
MP CryptoPunks Legendary Seller,"Traded CryptoPunks, and is in the top 0.1% in volume of CryptoPunks sale on all Marketplaces."
MP CryptoPunks Top Trader,"Traded CryptoPunks, and is in the top 100 in volume of CryptoPunks sale on all Marketplaces."
MP CryptoPunks Elite Trader ,"Traded CryptoPunks, and is in the top 1% in both the activity and volume of CryptoPunks sale on all Marketplaces."
MP CryptoPunks Activity L1 Trader,An account with a CryptoPunks traded activity count of 0-10 on all Marketplaces
MP CryptoPunks Highest Activity Trader,An account with a CryptoPunks traded activity count of at least 619 on all Marketplaces
MP CryptoPunks High Activity Trader,An account with a CryptoPunks traded activity count between 400 to 619 on all Marketplaces.
MP CryptoPunks Medium Activity Trader,An account with a CryptoPunks traded activity count between 200 to 400 on all Marketplaces.
Opensea CryptoPunks Vol L1 Buyer,Has a CryptoPunks buying volume count of $100-$1000 on Opensea .
Opensea CryptoPunks Vol L6 Buyer,"Has a CryptoPunks buying volume count of over $500,000 on Opensea."
Opensea CryptoPunks Uncommon Buyer,"Bought CryptoPunks, and is in the top 10% in volume of buying CryptoPunks on Opensea."
Opensea CryptoPunks Rare Buyer,"Bought CryptoPunks, and is in the top 2.5%  in volume of buying CryptoPunks on Opensea."
Opensea CryptoPunks Epic Buyer,"Bought CryptoPunks, and is in the top 1%  in volume of buying CryptoPunks on Opensea."
Opensea CryptoPunks Legendary Buyer,"Bought CryptoPunks, and is in the top 0.1% in volume of buying CryptoPunks on Opensea."
Opensea CryptoPunks Top Buyer,"Bought CryptoPunks, and is in the top 100 in volume of buying CryptoPunks on Opensea."
Opensea CryptoPunks Elite Buyer ,"Bought CryptoPunks, and is in the top 1% in both the number and volume of buying CryptoPunks on Opensea."
Opensea CryptoPunks Activity L1 Buyer,An account with a CryptoPunks buying activity count of 0-10 on Opensea.
Opensea CryptoPunks Highest Activity Buyer,An account with a CryptoPunks buying activity count of at least 619 on Opensea.
Opensea CryptoPunks High Activity Buyer,An account with a CryptoPunks buying activity count between 400 to 619 on Opensea.
Opensea CryptoPunks Medium Activity Buyer,An account with a CryptoPunks buying activity count between 200 to 400 on Opensea.
Opensea CryptoPunks Vol L1 Seller,Has a CryptoPunks Sale volume count of $100-$1000 on Opensea .
Opensea CryptoPunks Vol L6 Seller,"Has a CryptoPunks Sale volume count of over $500,000 on Opensea."
Opensea CryptoPunks Uncommon Seller,"Sold CryptoPunks, and is in the top 10% in volume of CryptoPunks sale on Opensea."
Opensea CryptoPunks Rare Seller,"Sold CryptoPunks, and is in the top 2.5% in volume of CryptoPunks sale on Opensea."
Opensea CryptoPunks Epic Seller,"Sold CryptoPunks, and is in the top 1% in volume of CryptoPunks sale on Opensea."
Opensea CryptoPunks Legendary Seller,"Sold CryptoPunks, and is in the top 0.1% in volume of CryptoPunks sale on Opensea."
Opensea CryptoPunks Top Seller,"Sold CryptoPunks, and is in the top 100 in volume of CryptoPunks sale on Opensea."
Opensea CryptoPunks Elite Seller ,"Sold CryptoPunks, and is in the top 1% in both the activity and volume of CryptoPunks sale on Opensea."
Opensea CryptoPunks Activity L1 Seller,An account with a CryptoPunks sale activity count of 0-10 on Opensea.
Opensea CryptoPunks Highest Activity Seller,An account with a CryptoPunks sale activity count of at least 619 on Opensea.
Opensea CryptoPunks High Activity Seller,An account with a CryptoPunks sale activity count between 400 to 619 on Opensea.
Opensea CryptoPunks Medium Activity Seller,An account with a CryptoPunks sale activity count between 200 to 400 on Opensea.
Opensea CryptoPunks Vol L1 Trader,Has a CryptoPunks Traded volume count of $100-$1000 on Opensea .
Opensea CryptoPunks Vol L6 Trader,"Has a CryptoPunks Traded volume count of over $500,000 on Opensea."
Opensea CryptoPunks Uncommon Trader,"Traded CryptoPunks, and is in the top 10% in volume of CryptoPunks sale on Opensea."
Opensea CryptoPunks Rare Trader,"Traded CryptoPunks, and is in the top 2.5% in volume of CryptoPunks sale on Opensea."
Opensea CryptoPunks Epic Trader,"Traded CryptoPunks, and is in the top 1% in volume of CryptoPunks sale on Opensea."
Opensea CryptoPunks Legendary Seller,"Traded CryptoPunks, and is in the top 0.1% in volume of CryptoPunks sale on Opensea."
Opensea CryptoPunks Top Trader,"Traded CryptoPunks, and is in the top 100 in volume of CryptoPunks sale on Opensea."
Opensea CryptoPunks Elite Trader ,"Traded CryptoPunks, and is in the top 1% in both the activity and volume of CryptoPunks sale on Opensea."
Opensea CryptoPunks Activity L1 Trader,An account with a CryptoPunks traded activity count of 0-10 on Opensea.
Opensea CryptoPunks Highest Activity Trader,An account with a CryptoPunks traded activity count of at least 619 on Opensea.
Opensea CryptoPunks High Activity Trader,An account with a CryptoPunks traded activity count between 400 to 619 on Opensea.
Opensea CryptoPunks Medium Activity Trader,An account with a CryptoPunks traded activity count between 200 to 400 on Opensea.
Punk Market Vol L1 Buyer,Has a CryptoPunks buying volume count of $100-$1000 on Punk Market .
Punk Market Vol L6 Buyer,"Has a CryptoPunks buying volume count of over $500,000 on Punk Market."
Punk Market Uncommon Buyer,"Bought CryptoPunks, and is in the top 10% in volume of buying CryptoPunks on Punk Market."
Punk Market Rare Buyer,"Bought CryptoPunks, and is in the top 2.5%  in volume of buying CryptoPunks on Punk Market."
Punk Market Epic Buyer,"Bought CryptoPunks, and is in the top 1%  in volume of buying CryptoPunks on Punk Market."
Punk Market Legendary Buyer,"Bought CryptoPunks, and is in the top 0.1% in volume of buying CryptoPunks on Punk Market."
Punk Market Top Buyer,"Bought CryptoPunks, and is in the top 100 in volume of buying CryptoPunks on Punk Market."
Punk Market Elite Buyer ,"Bought CryptoPunks, and is in the top 1% in both the number and volume of buying CryptoPunks on Punk Market."
Punk Market Activity L1 Buyer,An account with a CryptoPunks buying activity count of 0-10 on Punk Market.
Punk Market Highest Activity Buyer,An account with a CryptoPunks buying activity count of at least 619 on Punk Market.
Punk Market High Activity Buyer,An account with a CryptoPunks buying activity count between 400 to 619 on Punk Market.
Punk Market Medium Activity Buyer,An account with a CryptoPunks buying activity count between 200 to 400 on Punk Market.
Punk Market Vol L1 Seller,Has a CryptoPunks Sale volume count of $100-$1000 on Punk Market .
Punk Market Vol L6 Seller,"Has a CryptoPunks Sale volume count of over $500,000 on Punk Market."
Punk Market Uncommon Seller,"Sold CryptoPunks, and is in the top 10% in volume of CryptoPunks sale on Punk Market."
Punk Market Rare Seller,"Sold CryptoPunks, and is in the top 2.5% in volume of CryptoPunks sale on Punk Market."
Punk Market Epic Seller,"Sold CryptoPunks, and is in the top 1% in volume of CryptoPunks sale on Punk Market."
Punk Market Legendary Seller,"Sold CryptoPunks, and is in the top 0.1% in volume of CryptoPunks sale on Punk Market."
Punk Market Top Seller,"Sold CryptoPunks, and is in the top 100 in volume of CryptoPunks sale on Punk Market."
Punk Market Elite Seller ,"Sold CryptoPunks, and is in the top 1% in both the activity and volume of CryptoPunks sale on Punk Market."
Punk Market Activity L1 Seller,An account with a CryptoPunks sale activity count of 0-10 on Punk Market.
Punk Market Highest Activity Seller,An account with a CryptoPunks sale activity count of at least 619 on Punk Market.
Punk Market High Activity Seller,An account with a CryptoPunks sale activity count between 400 to 619 on Punk Market.
Punk Market Medium Activity Seller,An account with a CryptoPunks sale activity count between 200 to 400 on Punk Market.
Punk Market Vol L1 Trader,Has a CryptoPunks Traded volume count of $100-$1000 on Punk Market .
Punk Market Vol L6 Trader,"Has a CryptoPunks Traded volume count of over $500,000 on Punk Market."
Punk Market Uncommon Trader,"Traded CryptoPunks, and is in the top 10% in volume of CryptoPunks sale on Punk Market."
Punk Market Rare Trader,"Traded CryptoPunks, and is in the top 2.5% in volume of CryptoPunks sale on Punk Market."
Punk Market Epic Trader,"Traded CryptoPunks, and is in the top 1% in volume of CryptoPunks sale on Punk Market."
Punk Market Legendary Trader,"Traded CryptoPunks, and is in the top 0.1% in volume of CryptoPunks sale on Punk Market."
Punk Market Top Trader,"Traded CryptoPunks, and is in the top 100 in volume of CryptoPunks sale on Punk Market."
Punk Market Elite Trader ,"Traded CryptoPunks, and is in the top 1% in both the activity and volume of CryptoPunks sale on Punk Market."
Punk Market Activity L1 Trader,An account with a CryptoPunks traded activity count of 0-10 on Punk Market.
Punk Market Highest Activity Trader,An account with a CryptoPunks traded activity count of at least 619 on Punk Market.
Punk Market High Activity Trader,An account with a CryptoPunks traded activity count between 400 to 619 on Punk Market.
Punk Market Medium Activity Trader,An account with a CryptoPunks traded activity count between 200 to 400 on Punk Market.
Web3 Activity L1,An account with an activity count of 0-10 on Web3 industry..
Web3 Highest Activity,An account with an activity count of at least 619 on Web3 industry.
Web3 High Activity,An account with an activity count between 400 to 619 on Web3 industry..
Web3 Medium Activity,An account with an activity count between 200 to 400 on Web3 industry..
Web3NFT L1 Collector,Has an NFT count of 1 on Web3 industry.
Web3NFT L6 Collector,Has an NFT count of over 100 on Web3 industry.
Uncommon Web3NFT Collector,"Collected NFTs, and is in the top 10% in number of NFT collected on Web3 industry."
Rare Web3NFT Collector,"Collected NFTs, and is in the top 2.5% in number of NFT collected on Web3 industry. "
Epic Web3NFT Collector,"Collected NFTs, and is in the top 1% in number of NFT collected on Web3 industry. "
Legendary Web3NFT Collector,"Collected NFTs, and is in the top 0.1% in number of NFT collected on Web3 industry. "
Web3 Whale Recipient,"Collected NFTs, and is in the top 100 in number of NFT collected on Web3 industry. "
Web3 Activity L1 NFT Recipient,An account with an NFT activity count of 0-10 on Web3 industry.
Web3 Highest Activity NFT Recipient,An account with an NFT activity count of at least 619 on Web3 industry.
Web3 High Activity NFT Recipient,An account with an NFT activity count between 400 to 619 on Web3 industry.
Web3 Medium Activity NFT Recipient,An account with an NFT activity count between 200 to 400 on Web3 industry.
Mirror L1 Writer,An account with an article count of 0-10 on Mirror.
Mirror L6 Writer,An account with an article count of over 100 on Mirror.
Mirror Uncommon Writer,"Wrote articles, and is in the top 10% in number of articles published on Mirror."
Mirror Rare Writer,"Wrote articles, and is in the top 2.5% in number of articles published on Mirror. "
Mirror Epic Writer,"Wrote articles, and is in the top 1% in number of articles published on Mirror. "
Mirror Legendary Writer,"Wrote articles, and is in the top 0.1% in number of articles published on Mirror. "
Mirror Activity L1 Writer,An account with a writing activity count of 0-10 on Mirror.
Mirror Highest Activity Writer,An account with a writing activity count of at least 619 on Mirror.
Mirror High Activity Writer,An account with a writing activity count between 400 to 619 on Mirror.
Mirror Medium Activity Writer,An account with a writing activity count between 200 to 400 on Mirror.
Mirror NFT L1 Collector,Has an NFT count of 1 on Mirror.
Mirror NFT L6 Collector,Has an NFT count of over 100 on Mirror.
Mirror Uncommon NFT Collector,"Collected NFTs, and is in the top 10% in number of NFT collected on Mirror. "
Mirror Rare NFT Collector,"Collected NFTs, and is in the top 2.5% in number of NFT collected on Mirror. "
Mirror Epic NFT Collector,"Collected NFTs, and is in the top 1% in number of NFT collected on Mirror. "
Mirror Legendary NFT Collector,"Collected NFTs, and is in the top 0.1% in number of NFT collected on Mirror. "
Mirror NFT Whale,"Collected NFTs, and is in the top 100 in number of NFT collected on Mirror."
Mirror Activity L1,An account with an activity count of 0-10 on Mirror.
Mirror Highest Activity,An account with an activity count of at least 619 on Mirror.
Mirror High Activity,An account with an activity count between 400 to 619 on Mirror.
Mirror Medium Activity,An account with an activity count between 200 to 400 on Mirror.
Mirror Activity L1 NFT Recipient,An account with an NFT activity count of 0-10 on Mirror.
Mirror Highest Activity NFT Recipient,An account with an NFT activity count of at least 619 on Mirror.
Mirror High Activity NFT Recipient,An account with an NFT activity count between 400 to 619 on Mirror.
Mirror Medium Activity NFT Recipient,An account with an NFT activity count between 200 to 400 on Mirror.
Mirror Activity L1 Minter,An account with a minting activity count of 0-10 on Mirror.
Mirror Highest Activity Minter,An account with a minting activity count of at least 619 on Mirror.
Mirror High Activity Minter,An account with a minting activity count between 400 to 619 on Mirror.
Mirror Medium Activity Minter,An account with a minting activity count between 200 to 400 on Mirror.
ENS NFT L1 Collector,Has an NFT count of 1 on ENS.
ENS NFT L6 Collector,Has an NFT count of over 100 on ENS.
ENS Uncommon NFT Collector,"Collected NFTs, and is in the top 10% in number of NFT collected on ENS. "
ENS Rare NFT Collector,"Collected NFTs, and is in the top 2.5% in number of NFT collected on ENS."
ENS Epic NFT Collector,"Collected NFTs, and is in the top 1% in number of NFT collected on ENS. "
ENS Legendary NFT Collector,"Collected NFTs, and is in the top 0.1% in number of NFT collected on ENS."
ENS NFT Whale,"Collected NFTs, and is in the top 100 in number of NFT collected on ENS."
ENS Activity L1,An account with an activity count of 0-10 on ENS.
ENS Highest Activity,An account with an activity count of at least 619 on ENS.
ENS High Activity,An account with an activity count between 400 to 619 on ENS.
ENS Medium Activity,An account with an activity count between 200 to 400 on ENS.
ENS Activity L1 NFT Recipient,An account with an NFT activity count of 0-10 on ENS.
ENS Highest Activity NFT Recipient,An account with an NFT activity count of at least 619 on ENS.
ENS High Activity NFT Recipient,An account with an NFT activity count between 400 to 619 on ENS.
ENS Medium Activity NFT Recipient,An account with an NFT activity count between 200 to 400 on ENS.
ENS Activity L1 Registerer,An account with a registering activity count of 0-10 on ENS.
ENS Highest Activity Registerer,An account with a registering activity count of at least 619 on ENS.
ENS High Activity Registerer,An account with a registering activity count between 400 to 619 on ENS.
ENS Medium Activity Registerer,An account with a registering activity count between 200 to 400 on ENS.
ENS Activity L1 Renewer,An account with a renewing activity count of 0-10 on ENS.
ENS Highest Activity Renewer,An account with a renewing activity count of at least 619 on ENS.
ENS High Activity Renewer,An account with a renewing activity count between 400 to 619 on ENS.
ENS Medium Activity Renewer,An account with a renewing activity count between 200 to 400 on ENS.
ENS Activity L1 Airdrop Recipient,An account with an airdrop activity count of 0-10 on ENS.
